soc_code,occupation_title,employment_2024,employment_2034,employment_change_numeric,employment_change_percent,annual_openings_avg,percent_self_employed,typical_education,work_experience,typical_training,annual_median,annual_mean,annual_pct10,annual_pct25,annual_pct75,annual_pct90,hourly_median,hourly_mean,hourly_pct10,hourly_pct25,hourly_pct75,hourly_pct90,total_employment_oews,oews_occupation_title
51-6092,Fabric and apparel patternmakers,2.8,2.5,-0.3,-10.2,0.3,,High school diploma or equivalent,,Moderate-term on-the-job training,67670.0,71630.0,34590.0,44110.0,91080.0,112540.0,32.54,34.44,16.63,21.21,43.79,54.11,2860.0,Fabric and Apparel Patternmakers
51-6093,Upholsterers,22.7,22.3,-0.4,-1.8,2.2,9.2,High school diploma or equivalent,,Moderate-term on-the-job training,46190.0,46960.0,32190.0,37200.0,51740.0,63600.0,22.21,22.58,15.47,17.89,24.88,30.58,20990.0,Upholsterers
51-6099,"Textile, apparel, and furnishings workers, all other",14.7,13.3,-1.4,-9.4,1.7,,High school diploma or equivalent,,Short-term on-the-job training,37010.0,40410.0,30290.0,32850.0,44810.0,53710.0,17.79,19.43,14.56,15.79,21.54,25.82,14450.0,"Textile, Apparel, and Furnishings Workers, All Other"
51-7011,Cabinetmakers and bench carpenters,86.0,84.7,-1.4,-1.6,8.1,9.0,High school diploma or equivalent,,Moderate-term on-the-job training,46020.0,47460.0,34700.0,38240.0,54010.0,63220.0,22.12,22.82,16.69,18.38,25.97,30.4,79540.0,Cabinetmakers and Bench Carpenters
51-7021,Furniture finishers,20.5,19.8,-0.7,-3.3,2.0,32.0,High school diploma or equivalent,,Short-term on-the-job training,42530.0,44310.0,31200.0,36770.0,49020.0,59820.0,20.45,21.31,15.0,17.68,23.57,28.76,14230.0,Furniture Finishers
51-7031,"Model makers, wood",0.9,0.9,0.0,-4.5,0.1,57.8,High school diploma or equivalent,,Moderate-term on-the-job training,51850.0,59780.0,24710.0,40420.0,80380.0,95850.0,24.93,28.74,11.88,19.43,38.65,46.08,360.0,"Model Makers, Wood"
51-7032,"Patternmakers, wood",0.5,0.4,0.0,-5.0,0.0,58.1,High school diploma or equivalent,,Moderate-term on-the-job training,52520.0,57920.0,40730.0,45450.0,77410.0,83330.0,25.25,27.84,19.58,21.85,37.22,40.06,180.0,"Patternmakers, Wood"
51-7041,"Sawing machine setters, operators, and tenders, wood",45.0,44.7,-0.3,-0.6,4.8,3.8,High school diploma or equivalent,,Moderate-term on-the-job training,39950.0,42390.0,29670.0,35550.0,47770.0,56560.0,19.21,20.38,14.27,17.09,22.97,27.19,43140.0,"Sawing Machine Setters, Operators, and Tenders, Wood"
51-7042,"Woodworking machine setters, operators, and tenders, except sawing",63.1,61.9,-1.1,-1.8,6.4,,High school diploma or equivalent,,Moderate-term on-the-job training,40440.0,42290.0,30920.0,36260.0,47650.0,54340.0,19.44,20.33,14.87,17.43,22.91,26.13,63350.0,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing"
51-7099,"Woodworkers, all other",17.6,16.8,-0.8,-4.4,1.8,59.5,High school diploma or equivalent,,Moderate-term on-the-job training,41220.0,43730.0,30470.0,35890.0,48820.0,60870.0,19.82,21.03,14.65,17.26,23.47,29.27,6590.0,"Woodworkers, All Other"
51-8011,Nuclear power reactor operators,5.7,4.9,-0.9,-15.3,0.4,,High school diploma or equivalent,,Long-term on-the-job training,122610.0,122830.0,99300.0,107170.0,131520.0,152690.0,58.95,59.05,47.74,51.52,63.23,73.41,5720.0,Nuclear Power Reactor Operators
51-8012,Power distributors and dispatchers,9.3,9.0,-0.3,-3.2,0.8,,High school diploma or equivalent,,Long-term on-the-job training,107240.0,109620.0,70760.0,91670.0,128690.0,144900.0,51.56,52.7,34.02,44.07,61.87,69.66,9180.0,Power Distributors and Dispatchers
51-8013,Power plant operators,31.6,28.0,-3.5,-11.2,2.5,,High school diploma or equivalent,,Long-term on-the-job training,99670.0,95990.0,59930.0,77400.0,111980.0,128760.0,47.92,46.15,28.81,37.21,53.84,61.9,30720.0,Power Plant Operators
51-8021,Stationary engineers and boiler operators,33.3,34.0,0.7,2.2,3.8,3.1,High school diploma or equivalent,,Long-term on-the-job training,75190.0,79710.0,47310.0,60110.0,96420.0,121200.0,36.15,38.32,22.75,28.9,46.36,58.27,30780.0,Stationary Engineers and Boiler Operators
51-8031,Water and wastewater treatment plant and system operators,132.4,123.8,-8.7,-6.5,10.7,1.1,High school diploma or equivalent,,Long-term on-the-job training,58260.0,60620.0,37870.0,47020.0,71280.0,86160.0,28.01,29.15,18.21,22.61,34.27,41.42,126750.0,Water and Wastewater Treatment Plant and System Operators
51-8091,Chemical plant and system operators,18.1,17.0,-1.1,-6.1,1.6,,High school diploma or equivalent,,Moderate-term on-the-job training,73540.0,76290.0,48000.0,57080.0,98050.0,107790.0,35.35,36.68,23.08,27.44,47.14,51.82,17840.0,Chemical Plant and System Operators
51-8092,Gas plant operators,16.2,14.8,-1.4,-8.8,1.3,,High school diploma or equivalent,,Long-term on-the-job training,83400.0,85470.0,59040.0,73150.0,100000.0,109350.0,40.1,41.09,28.38,35.17,48.08,52.57,15910.0,Gas Plant Operators
51-8093,"Petroleum pump system operators, refinery operators, and gaugers",34.9,34.0,-1.0,-2.8,3.2,,High school diploma or equivalent,,Moderate-term on-the-job training,97540.0,90970.0,59790.0,77970.0,104660.0,112920.0,46.9,43.74,28.75,37.49,50.32,54.29,34860.0,"Petroleum Pump System Operators, Refinery Operators, and Gaugers"
51-8099,"Plant and system operators, all other",16.3,16.6,0.3,1.6,1.6,,High school diploma or equivalent,,Moderate-term on-the-job training,61710.0,64490.0,40250.0,47860.0,76910.0,92750.0,29.67,31.0,19.35,23.01,36.98,44.59,15950.0,"Plant and System Operators, All Other"
51-9011,Chemical equipment operators and tenders,128.9,133.1,4.3,3.3,14.4,0.4,High school diploma or equivalent,,Moderate-term on-the-job training,57090.0,59800.0,37270.0,45660.0,71400.0,88460.0,27.45,28.75,17.92,21.95,34.33,42.53,127410.0,Chemical Equipment Operators and Tenders
51-9012,"Separating, filtering, clarifying, precipitating, and still machine setters, operators, and tenders",54.4,52.0,-2.3,-4.3,5.4,0.4,High school diploma or equivalent,,Moderate-term on-the-job training,49500.0,53830.0,35810.0,41830.0,61350.0,75860.0,23.8,25.88,17.22,20.11,29.5,36.47,54200.0,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders"
51-9021,"Crushing, grinding, and polishing machine setters, operators, and tenders",28.7,27.9,-0.7,-2.5,2.7,,High school diploma or equivalent,,Moderate-term on-the-job training,46890.0,49400.0,35380.0,38990.0,58440.0,65980.0,22.54,23.75,17.01,18.75,28.1,31.72,28550.0,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders"
51-9022,"Grinding and polishing workers, hand",11.8,9.3,-2.5,-21.2,0.8,,No formal educational credential,,Moderate-term on-the-job training,41690.0,43550.0,32120.0,36660.0,48410.0,57250.0,20.04,20.94,15.44,17.63,23.27,27.53,11850.0,"Grinding and Polishing Workers, Hand"
51-9023,"Mixing and blending machine setters, operators, and tenders",101.1,94.3,-6.8,-6.8,8.8,,High school diploma or equivalent,,Moderate-term on-the-job training,47680.0,49990.0,35000.0,39800.0,57940.0,67570.0,22.92,24.04,16.83,19.13,27.86,32.48,100840.0,"Mixing and Blending Machine Setters, Operators, and Tenders"
51-9031,"Cutters and trimmers, hand",7.0,5.7,-1.3,-18.1,0.6,3.4,No formal educational credential,,Short-term on-the-job training,38800.0,41960.0,29910.0,33860.0,48790.0,57820.0,18.65,20.17,14.38,16.28,23.46,27.8,7070.0,"Cutters and Trimmers, Hand"
51-9032,"Cutting and slicing machine setters, operators, and tenders",49.0,47.9,-1.1,-2.3,5.3,3.3,High school diploma or equivalent,,Moderate-term on-the-job training,45700.0,46420.0,34890.0,38540.0,52000.0,60430.0,21.97,22.32,16.77,18.53,25.0,29.05,47540.0,"Cutting and Slicing Machine Setters, Operators, and Tenders"
51-9041,"Extruding, forming, pressing, and compacting machine setters, operators, and tenders",57.3,58.4,1.1,2.0,5.2,,High school diploma or equivalent,,Moderate-term on-the-job training,45130.0,47040.0,34790.0,38410.0,51970.0,64660.0,21.7,22.62,16.73,18.46,24.99,31.09,57310.0,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"
51-9051,"Furnace, kiln, oven, drier, and kettle operators and tenders",16.5,17.0,0.5,3.0,1.9,1.5,High school diploma or equivalent,,Moderate-term on-the-job training,47010.0,49250.0,35010.0,39250.0,57840.0,66190.0,22.6,23.68,16.83,18.87,27.81,31.82,16160.0,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders"
51-9061,"Inspectors, testers, sorters, samplers, and weighers",598.0,598.1,0.1,0.0,69.9,1.4,High school diploma or equivalent,,Moderate-term on-the-job training,47460.0,51670.0,34590.0,38740.0,59970.0,75510.0,22.82,24.84,16.63,18.62,28.83,36.3,591180.0,"Inspectors, Testers, Sorters, Samplers, and Weighers"
51-9071,Jewelers and precious stone and metal workers,35.1,33.2,-1.9,-5.5,4.0,33.9,High school diploma or equivalent,,Long-term on-the-job training,49140.0,55030.0,33890.0,38030.0,63210.0,81610.0,23.63,26.46,16.29,18.29,30.39,39.23,23420.0,Jewelers and Precious Stone and Metal Workers
51-9081,Dental laboratory technicians,35.2,33.6,-1.6,-4.7,3.9,4.0,High school diploma or equivalent,,Moderate-term on-the-job training,48310.0,54060.0,36100.0,39250.0,62320.0,78680.0,23.23,25.99,17.35,18.87,29.96,37.83,33920.0,Dental Laboratory Technicians
51-9082,Medical appliance technicians,12.0,12.4,0.4,3.7,1.5,4.0,High school diploma or equivalent,,Moderate-term on-the-job training,47060.0,51410.0,36560.0,40300.0,58710.0,74570.0,22.63,24.72,17.58,19.38,28.23,35.85,11490.0,Medical Appliance Technicians
51-9083,Ophthalmic laboratory technicians,19.6,20.0,0.5,2.3,2.4,4.0,High school diploma or equivalent,,Moderate-term on-the-job training,38420.0,41760.0,31250.0,35580.0,45410.0,55480.0,18.47,20.08,15.02,17.11,21.83,26.67,18740.0,Ophthalmic Laboratory Technicians
51-9111,Packaging and filling machine operators and tenders,381.2,398.2,17.0,4.5,45.3,,High school diploma or equivalent,,Moderate-term on-the-job training,40900.0,43630.0,31890.0,36250.0,48440.0,58910.0,19.67,20.98,15.33,17.43,23.29,28.32,383860.0,Packaging and Filling Machine Operators and Tenders
51-9123,"Painting, coating, and decorating workers",8.8,8.9,0.1,1.4,0.8,3.5,No formal educational credential,,Moderate-term on-the-job training,40860.0,44130.0,28490.0,34540.0,50700.0,62770.0,19.64,21.22,13.7,16.61,24.38,30.18,8470.0,"Painting, Coating, and Decorating Workers"
51-9124,"Coating, painting, and spraying machine setters, operators, and tenders",165.5,166.7,1.2,0.7,15.8,3.6,High school diploma or equivalent,,Moderate-term on-the-job training,47590.0,51610.0,35480.0,39470.0,58740.0,72800.0,22.88,24.81,17.06,18.98,28.24,35.0,159500.0,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders"
51-9141,Semiconductor processing technicians,31.9,35.4,3.5,10.9,3.9,,High school diploma or equivalent,,Moderate-term on-the-job training,51180.0,59640.0,35980.0,45320.0,74640.0,87190.0,24.6,28.68,17.3,21.79,35.89,41.92,32150.0,Semiconductor Processing Technicians
51-9151,Photographic process workers and processing machine operators,11.2,10.9,-0.3,-2.6,1.5,39.0,High school diploma or equivalent,,Short-term on-the-job training,40100.0,46050.0,30840.0,34460.0,51590.0,69290.0,19.28,22.14,14.83,16.57,24.8,33.31,5550.0,Photographic Process Workers and Processing Machine Operators
51-9161,Computer numerically controlled tool operators,177.1,158.1,-19.0,-10.7,13.5,0.2,High school diploma or equivalent,,Moderate-term on-the-job training,49970.0,52900.0,37160.0,42710.0,60980.0,71160.0,24.02,25.43,17.87,20.53,29.32,34.21,176950.0,Computer Numerically Controlled Tool Operators
51-9162,Computer numerically controlled tool programmers,28.3,31.9,3.6,12.8,3.1,,Postsecondary nondegree award,,Moderate-term on-the-job training,65670.0,69880.0,45760.0,55960.0,80300.0,97930.0,31.57,33.6,22.0,26.91,38.61,47.08,28230.0,Computer Numerically Controlled Tool Programmers
51-9191,Adhesive bonding machine operators and tenders,12.2,12.3,0.1,1.0,1.3,,High school diploma or equivalent,,Moderate-term on-the-job training,45210.0,45670.0,31290.0,36420.0,52060.0,60420.0,21.74,21.96,15.04,17.51,25.03,29.05,12170.0,Adhesive Bonding Machine Operators and Tenders
51-9192,"Cleaning, washing, and metal pickling equipment operators and tenders",14.6,15.2,0.5,3.6,1.6,3.7,High school diploma or equivalent,,Moderate-term on-the-job training,41460.0,43380.0,32770.0,37140.0,48280.0,56590.0,19.93,20.86,15.76,17.86,23.21,27.21,13890.0,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders"
51-9193,Cooling and freezing equipment operators and tenders,7.1,7.6,0.5,7.2,0.8,3.7,High school diploma or equivalent,,Moderate-term on-the-job training,40160.0,44290.0,33710.0,36150.0,49150.0,62760.0,19.31,21.29,16.21,17.38,23.63,30.17,6590.0,Cooling and Freezing Equipment Operators and Tenders
51-9194,Etchers and engravers,8.6,8.6,-0.1,-0.7,0.9,3.2,High school diploma or equivalent,,Moderate-term on-the-job training,40450.0,43280.0,29530.0,35650.0,48510.0,60430.0,19.45,20.81,14.2,17.14,23.32,29.05,8390.0,Etchers and Engravers
51-9195,"Molders, shapers, and casters, except metal and plastic",41.7,44.3,2.6,6.2,5.5,14.2,High school diploma or equivalent,,Long-term on-the-job training,45690.0,46730.0,34950.0,38500.0,51340.0,61050.0,21.97,22.47,16.8,18.51,24.68,29.35,34750.0,"Molders, Shapers, and Casters, Except Metal and Plastic"
51-9196,"Paper goods machine setters, operators, and tenders",97.5,91.4,-6.1,-6.3,8.1,1.2,High school diploma or equivalent,,Moderate-term on-the-job training,49390.0,51750.0,36610.0,43520.0,59220.0,68640.0,23.75,24.88,17.6,20.92,28.47,33.0,96950.0,"Paper Goods Machine Setters, Operators, and Tenders"
51-9197,Tire builders,20.9,21.4,0.5,2.3,2.5,,High school diploma or equivalent,,Moderate-term on-the-job training,55580.0,56230.0,39990.0,48740.0,65410.0,70250.0,26.72,27.03,19.22,23.43,31.45,33.78,20970.0,Tire Builders
51-9198,Helpers--production workers,168.5,153.5,-15.0,-8.9,23.6,0.1,High school diploma or equivalent,,Short-term on-the-job training,38220.0,40080.0,30060.0,34390.0,44980.0,52120.0,18.38,19.27,14.45,16.54,21.63,25.06,167490.0,Helpers--Production Workers
51-9199,"Production workers, all other",292.8,294.3,1.5,0.5,31.6,3.7,High school diploma or equivalent,,Moderate-term on-the-job training,38820.0,42940.0,30370.0,35080.0,47550.0,59600.0,18.66,20.64,14.6,16.86,22.86,28.66,277060.0,"Production Workers, All Other"
53-1041,Aircraft cargo handling supervisors,10.3,10.8,0.5,5.2,1.1,0.8,High school diploma or equivalent,Less than 5 years,,63940.0,66190.0,38010.0,49020.0,79600.0,96300.0,30.74,31.82,18.27,23.57,38.27,46.3,10160.0,Aircraft Cargo Handling Supervisors
53-1047,"First-line supervisors of transportation and material moving workers, except aircraft cargo handling supervisors",609.6,632.2,22.5,3.7,61.3,0.8,High school diploma or equivalent,Less than 5 years,,61890.0,65670.0,41290.0,48750.0,77520.0,94830.0,29.76,31.57,19.85,23.44,37.27,45.59,605510.0,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors"
53-2011,"Airline pilots, copilots, and flight engineers",100.0,103.9,3.9,3.9,11.7,,Bachelor's degree,Less than 5 years,Moderate-term on-the-job training,226600.0,280570.0,98560.0,154360.0,,,,,,,,,99300.0,"Airline Pilots, Copilots, and Flight Engineers"
53-2012,Commercial pilots,55.4,58.3,2.8,5.1,6.6,3.7,Postsecondary nondegree award,,Moderate-term on-the-job training,122670.0,142960.0,59330.0,81660.0,175050.0,,,,,,,,51830.0,Commercial Pilots
53-2021,Air traffic controllers,24.1,24.4,0.3,1.2,2.2,,Associate's degree,,Long-term on-the-job training,144580.0,142740.0,76090.0,101150.0,186510.0,210410.0,69.51,68.62,36.58,48.63,89.67,101.16,22400.0,Air Traffic Controllers
53-2022,Airfield operations specialists,16.9,17.6,0.7,4.2,1.6,,High school diploma or equivalent,,Long-term on-the-job training,56750.0,67120.0,35200.0,41220.0,78320.0,111030.0,27.28,32.27,16.92,19.82,37.66,53.38,16640.0,Airfield Operations Specialists
53-2031,Flight attendants,130.8,142.9,12.1,9.2,19.8,,High school diploma or equivalent,Less than 5 years,Moderate-term on-the-job training,67130.0,78950.0,34030.0,52280.0,98160.0,138040.0,,,,,,,130110.0,Flight Attendants
53-3011,"Ambulance drivers and attendants, except emergency medical technicians",12.3,12.1,-0.2,-1.3,1.4,,High school diploma or equivalent,,Moderate-term on-the-job training,34330.0,35550.0,25460.0,29580.0,38000.0,46630.0,16.51,17.09,12.24,14.22,18.27,22.42,12080.0,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians"
53-3031,Driver/sales workers,451.5,491.3,39.8,8.8,51.3,6.9,High school diploma or equivalent,,Short-term on-the-job training,37130.0,39670.0,21760.0,29120.0,47590.0,59730.0,17.85,19.07,10.46,14.0,22.88,28.72,417420.0,Driver/Sales Workers
53-3032,Heavy and tractor-trailer truck drivers,2235.1,2324.4,89.3,4.0,237.6,6.9,Postsecondary nondegree award,,Short-term on-the-job training,57440.0,58400.0,38640.0,47230.0,65520.0,78800.0,27.62,28.08,18.58,22.71,31.5,37.89,2070480.0,Heavy and Tractor-Trailer Truck Drivers
53-3033,Light truck drivers,1079.8,1158.6,78.9,7.3,120.2,6.8,High school diploma or equivalent,,Short-term on-the-job training,44140.0,47950.0,29580.0,36670.0,52460.0,79630.0,21.22,23.05,14.22,17.63,25.22,38.29,994410.0,Light Truck Drivers
53-3051,"Bus drivers, school",387.3,388.2,0.9,0.2,61.0,0.4,High school diploma or equivalent,,Short-term on-the-job training,47040.0,46660.0,27680.0,37490.0,56140.0,63810.0,22.62,22.44,13.31,18.03,26.99,30.68,387920.0,"Bus Drivers, School"
53-3052,"Bus drivers, transit and intercity",158.8,165.6,6.8,4.3,20.9,1.8,High school diploma or equivalent,,Moderate-term on-the-job training,57440.0,58390.0,38250.0,46050.0,69090.0,82640.0,27.61,28.07,18.39,22.14,33.21,39.73,148980.0,"Bus Drivers, Transit and Intercity"
53-3053,Shuttle drivers and chauffeurs,243.9,260.3,16.4,6.7,36.3,3.1,No formal educational credential,,Short-term on-the-job training,36670.0,39070.0,27490.0,31460.0,44510.0,52910.0,17.63,18.79,13.21,15.13,21.4,25.44,229630.0,Shuttle Drivers and Chauffeurs
53-3054,Taxi drivers,204.0,226.6,22.6,11.1,22.6,91.5,No formal educational credential,,Short-term on-the-job training,36220.0,39310.0,27280.0,31320.0,40630.0,61920.0,17.42,18.9,13.12,15.06,19.53,29.77,17510.0,Taxi Drivers
53-3099,"Motor vehicle operators, all other",79.3,84.0,4.7,6.0,11.1,34.8,No formal educational credential,,Short-term on-the-job training,36260.0,40980.0,25690.0,30250.0,47130.0,64940.0,17.43,19.7,12.35,14.54,22.66,31.22,50330.0,"Motor Vehicle Operators, All Other"
53-4011,Locomotive engineers,27.0,27.2,0.2,0.7,2.2,,High school diploma or equivalent,Less than 5 years,Moderate-term on-the-job training,77400.0,81540.0,60980.0,73410.0,84230.0,100690.0,37.21,39.2,29.32,35.29,40.49,48.41,31990.0,Locomotive Engineers
53-4013,"Rail yard engineers, dinkey operators, and hostlers",3.1,3.1,0.0,0.3,0.2,,High school diploma or equivalent,,Moderate-term on-the-job training,58030.0,60810.0,44510.0,51770.0,65530.0,79070.0,27.9,29.23,21.4,24.89,31.5,38.02,3300.0,"Rail Yard Engineers, Dinkey Operators, and Hostlers"
53-4022,"Railroad brake, signal, and switch operators and locomotive firers",11.0,11.1,0.1,1.0,1.0,,High school diploma or equivalent,,Moderate-term on-the-job training,65480.0,63170.0,43750.0,51730.0,70130.0,80840.0,31.48,30.37,21.04,24.87,33.72,38.87,12460.0,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers"
