soc_code,soc_title,naics3,naics3_title,tot_emp,share_in_naics3
51-9199,"Production Workers, All Other",455,General Merchandise Retailers,320,0.0011634671320535194
51-9199,"Production Workers, All Other",484,Truck Transportation,290,0.001054392088423502
51-9199,"Production Workers, All Other",812,Personal and Laundry Services,280,0.0010180337405468296
51-9199,"Production Workers, All Other",441,Motor Vehicle and Parts Dealers,270,0.000981675392670157
51-9199,"Production Workers, All Other",513,Publishing Industries,220,0.0007998836532867946
51-9199,"Production Workers, All Other",115,Support Activities for Agriculture and Forestry,210,0.0007635253054101221
51-9199,"Production Workers, All Other",213,Support Activities for Mining,210,0.0007635253054101221
51-9199,"Production Workers, All Other",518,"Computing Infrastructure Providers, Data Processing, Web Hosting, and Related Services",210,0.0007635253054101221
51-9199,"Production Workers, All Other",449,"Furniture, Home Furnishings, Electronics, and Appliance Retailers",200,0.0007271669575334497
51-9199,"Production Workers, All Other",316,Leather and Allied Product Manufacturing,180,0.0006544502617801048
51-9199,"Production Workers, All Other",621,Ambulatory Health Care Services,170,0.0006180919139034322
51-9199,"Production Workers, All Other",721,Accommodation,150,0.0005453752181500873
51-9199,"Production Workers, All Other",456,Health and Personal Care Retailers,120,0.0004363001745200698
51-9199,"Production Workers, All Other",623,Nursing and Residential Care Facilities,90,0.0003272251308900524
51-9199,"Production Workers, All Other",713,"Amusement, Gambling, and Recreation Industries",80,0.00029086678301337986
51-9199,"Production Workers, All Other",611,Educational Services,50,0.00018179173938336242
51-9199,"Production Workers, All Other",722,Food Services and Drinking Places,50,0.00018179173938336242
53-1041,Aircraft Cargo Handling Supervisors,481,Air Transportation,4290,0.4324596774193548
53-1041,Aircraft Cargo Handling Supervisors,492,Couriers and Messengers,3670,0.3699596774193548
53-1041,Aircraft Cargo Handling Supervisors,488,Support Activities for Transportation,1860,0.1875
53-1041,Aircraft Cargo Handling Supervisors,999,"Federal, State, and Local Government, excluding State and Local Government Schools and Hospitals and the U.S. Postal Service (OEWS Designation)",100,0.010080645161290322
53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",493,Warehousing and Storage,63800,0.10540924561345537
53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",445,Food and Beverage Retailers,52130,0.08612827545187192
53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",492,Couriers and Messengers,51980,0.08588044807190298
53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",423,"Merchant Wholesalers, Durable Goods",49840,0.08234477745101279
53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",424,"Merchant Wholesalers, Nondurable Goods",49160,0.08122129332848693
53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",484,Truck Transportation,40830,0.06745861282754519
53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",811,Repair and Maintenance,24010,0.0396689026203615
53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",999,"Federal, State, and Local Government, excluding State and Local Government Schools and Hospitals and the U.S. Postal Service (OEWS Designation)",21000,0.034695833195651456
53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",488,Support Activities for Transportation,20000,0.033043650662525195
53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",444,Building Material and Garden Equipment and Supplies Dealers,17510,0.028929716155040808
53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",455,General Merchandise Retailers,16660,0.027525361001883488
53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",561,Administrative and Support Services,13800,0.022800118957142384
53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",812,Personal and Laundry Services,13180,0.021775765786604104
53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",562,Waste Management and Remediation Services,11950,0.019743581270858804
53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",311,Food Manufacturing,11200,0.01850444437101411
53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",485,Transit and Ground Passenger Transportation,8360,0.013812245976935532
53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",532,Rental and Leasing Services,7200,0.01189571423850907
53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",611,Educational Services,7180,0.011862670587846545
53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",541,"Professional, Scientific, and Technical Services",7150,0.011813105111852757
53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",238,Specialty Trade Contractors,7140,0.011796583286521495
53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",441,Motor Vehicle and Parts Dealers,7140,0.011796583286521495
53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",459,"Sporting Goods, Hobby, Musical Instrument, Book, and Miscellaneous Retailers",6000,0.00991309519875756
53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",551,Management of Companies and Enterprises,5910,0.009764398770776195
53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",491,Postal Service (Federal Government),5380,0.008888742028219277
53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",449,"Furniture, Home Furnishings, Electronics, and Appliance Retailers",5350,0.00883917655222549
53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",482,Rail Transportation,4440,0.007335690447080594
53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",481,Air Transportation,4220,0.006972210289792816
53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",325,Chemical Manufacturing,4030,0.006658295608498827
53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",425,Wholesale Trade Agents and Brokers,3750,0.006195684499223474
53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",332,Fabricated Metal Product Manufacturing,3570,0.005898291643260748
53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",624,Social Assistance,3510,0.005799160691273172
53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",336,Transportation Equipment Manufacturing,3320,0.0054852460099791825
53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",327,Nonmetallic Mineral Product Manufacturing,3250,0.005369593232660345
53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",326,Plastics and Rubber Products Manufacturing,2810,0.00464263291808479
53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",312,Beverage and Tobacco Product Manufacturing,2520,0.004163499983478175
53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",213,Support Activities for Mining,2490,0.004113934507484387
53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",333,Machinery Manufacturing,2480,0.004097412682153124
53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",237,Heavy and Civil Engineering Construction,2320,0.003833063476852923
53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",321,Wood Product Manufacturing,2110,0.003486105144896408
53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",622,Hospitals,2090,0.003453061494233883
53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",457,Gasoline Stations and Fuel Dealers,2080,0.0034365396689026205
53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",458,"Clothing, Clothing Accessories, Shoe, and Jewelry Retailers",2040,0.00337045236757757
53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",115,Support Activities for Agriculture and Forestry,1910,0.0031556686382711563
53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",339,Miscellaneous Manufacturing,1660,0.0027426230049895912
53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",334,Computer and Electronic Product Manufacturing,1620,0.002676535703664541
53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",722,Food Services and Drinking Places,1600,0.002643492053002016
53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",456,Health and Personal Care Retailers,1590,0.002626970227670753
53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",713,"Amusement, Gambling, and Recreation Industries",1460,0.002412186498364339
53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",322,Paper Manufacturing,1450,0.002395664673033077
53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",331,Primary Metal Manufacturing,1400,0.0023130555463767638
53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",711,"Performing Arts, Spectator Sports, and Related Industries",1280,0.0021147936424016126
53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",621,Ambulatory Health Care Services,1180,0.0019495753890889866
53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",236,Construction of Buildings,1150,0.0019000099130951987
53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",483,Water Transportation,1150,0.0019000099130951987
53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",335,"Electrical Equipment, Appliance, and Component Manufacturing",1080,0.0017843571357763605
53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",721,Accommodation,1080,0.0017843571357763605
53-1047,"First-Line Supervisors of Transportation and Material Moving Workers, Except Aircraft Cargo Handling Supervisors",323,Printing and Related Support Activities,1070,0.001767835310445098
